task_no,option_no,type,cost,quality,volume,labor_cost,work_day,day_hour,e
7,Option1,Material,1200.0,0.7,12.6,450,7,12,0.55
7,Option1,Equipment,3150.0,0.9,12.6,450,7,12,0.55
7,Option2,Administration,120.0,0.85,12.6,450,5,8,1.0
7,Option2,Material,1450.0,0.85,12.6,450,5,8,1.0
7,Option2,Equipment,2778.9,0.95,12.6,450,5,8,1.0
7,Option2,Administration,120.0,0.85,12.6,450,5,9,0.9
7,Option2,Material,1450.0,0.85,12.6,450,5,9,0.9
7,Option2,Equipment,2778.9,0.95,12.6,450,5,9,0.9
7,Option2,Administration,120.0,0.85,12.6,450,5,10,0.85
7,Option2,Material,1450.0,0.85,12.6,450,5,10,0.85
7,Option2,Equipment,2778.9,0.95,12.6,450,5,10,0.85
7,Option2,Administration,120.0,0.85,12.6,450,5,11,0.65
7,Option2,Material,1450.0,0.85,12.6,450,5,11,0.65
7,Option2,Equipment,2778.9,0.95,12.6,450,5,11,0.65
7,Option2,Administration,120.0,0.85,12.6,450,5,12,0.6
7,Option2,Material,1450.0,0.85,12.6,450,5,12,0.6
7,Option2,Equipment,2778.9,0.95,12.6,450,5,12,0.6
7,Option2,Administration,120.0,0.85,12.6,450,6,8,0.9
7,Option2,Material,1450.0,0.85,12.6,450,6,8,0.9
7,Option2,Equipment,2778.9,0.95,12.6,450,6,8,0.9
7,Option2,Administration,120.0,0.85,12.6,450,6,9,0.85
7,Option2,Material,1450.0,0.85,12.6,450,6,9,0.85
7,Option2,Equipment,2778.9,0.95,12.6,450,6,9,0.85
7,Option2,Administration,120.0,0.85,12.6,450,6,10,0.8
7,Option2,Material,1450.0,0.85,12.6,450,6,10,0.8
7,Option2,Equipment,2778.9,0.95,12.6,450,6,10,0.8
7,Option2,Administration,120.0,0.85,12.6,450,6,11,0.65
7,Option2,Material,1450.0,0.85,12.6,450,6,11,0.65
7,Option2,Equipment,2778.9,0.95,12.6,450,6,11,0.65
7,Option2,Administration,120.0,0.85,12.6,450,6,12,0.6
7,Option2,Material,1450.0,0.85,12.6,450,6,12,0.6
7,Option2,Equipment,2778.9,0.95,12.6,450,6,12,0.6
7,Option2,Administration,120.0,0.85,12.6,450,7,8,0.75
7,Option2,Material,1450.0,0.85,12.6,450,7,8,0.75
7,Option2,Equipment,2778.9,0.95,12.6,450,7,8,0.75
7,Option2,Administration,120.0,0.85,12.6,450,7,9,0.7
7,Option2,Material,1450.0,0.85,12.6,450,7,9,0.7
7,Option2,Equipment,2778.9,0.95,12.6,450,7,9,0.7
7,Option2,Administration,120.0,0.85,12.6,450,7,10,0.65
7,Option2,Material,1450.0,0.85,12.6,450,7,10,0.65
7,Option2,Equipment,2778.9,0.95,12.6,450,7,10,0.65
7,Option2,Administration,120.0,0.85,12.6,450,7,11,0.6
7,Option2,Material,1450.0,0.85,12.6,450,7,11,0.6
7,Option2,Equipment,2778.9,0.95,12.6,450,7,11,0.6
7,Option2,Administration,120.0,0.85,12.6,450,7,12,0.55
7,Option2,Material,1450.0,0.85,12.6,450,7,12,0.55
7,Option2,Equipment,2778.9,0.95,12.6,450,7,12,0.55
7,Option3,Administration,150.0,1.0,12.6,450,5,8,1.0
7,Option3,Material,1700.0,1.0,12.6,450,5,8,1.0
7,Option3,Equipment,2509.1,1.0,12.6,450,5,8,1.0
7,Option3,Administration,150.0,1.0,12.6,450,5,9,0.9
7,Option3,Material,1700.0,1.0,12.6,450,5,9,0.9
7,Option3,Equipment,2509.1,1.0,12.6,450,5,9,0.9
7,Option3,Administration,150.0,1.0,12.6,450,5,10,0.85
7,Option3,Material,1700.0,1.0,12.6,450,5,10,0.85
7,Option3,Equipment,2509.1,1.0,12.6,450,5,10,0.85
7,Option3,Administration,150.0,1.0,12.6,450,5,11,0.65
7,Option3,Material,1700.0,1.0,12.6,450,5,11,0.65
7,Option3,Equipment,2509.1,1.0,12.6,450,5,11,0.65
7,Option3,Administration,150.0,1.0,12.6,450,5,12,0.6
7,Option3,Material,1700.0,1.0,12.6,450,5,12,0.6
7,Option3,Equipment,2509.1,1.0,12.6,450,5,12,0.6
7,Option3,Administration,150.0,1.0,12.6,450,6,8,0.9
7,Option3,Material,1700.0,1.0,12.6,450,6,8,0.9
7,Option3,Equipment,2509.1,1.0,12.6,450,6,8,0.9
7,Option3,Administration,150.0,1.0,12.6,450,6,9,0.85
7,Option3,Material,1700.0,1.0,12.6,450,6,9,0.85
7,Option3,Equipment,2509.1,1.0,12.6,450,6,9,0.85
7,Option3,Administration,150.0,1.0,12.6,450,6,10,0.8
7,Option3,Material,1700.0,1.0,12.6,450,6,10,0.8
7,Option3,Equipment,2509.1,1.0,12.6,450,6,10,0.8
7,Option3,Administration,150.0,1.0,12.6,450,6,11,0.65
7,Option3,Material,1700.0,1.0,12.6,450,6,11,0.65
7,Option3,Equipment,2509.1,1.0,12.6,450,6,11,0.65
7,Option3,Administration,150.0,1.0,12.6,450,6,12,0.6
7,Option3,Material,1700.0,1.0,12.6,450,6,12,0.6
7,Option3,Equipment,2509.1,1.0,12.6,450,6,12,0.6
7,Option3,Administration,150.0,1.0,12.6,450,7,8,0.75
7,Option3,Material,1700.0,1.0,12.6,450,7,8,0.75
7,Option3,Equipment,2509.1,1.0,12.6,450,7,8,0.75
7,Option3,Administration,150.0,1.0,12.6,450,7,9,0.7
7,Option3,Material,1700.0,1.0,12.6,450,7,9,0.7
7,Option3,Equipment,2509.1,1.0,12.6,450,7,9,0.7
7,Option3,Administration,150.0,1.0,12.6,450,7,10,0.65
7,Option3,Material,1700.0,1.0,12.6,450,7,10,0.65
7,Option3,Equipment,2509.1,1.0,12.6,450,7,10,0.65
7,Option3,Administration,150.0,1.0,12.6,450,7,11,0.6
7,Option3,Material,1700.0,1.0,12.6,450,7,11,0.6
7,Option3,Equipment,2509.1,1.0,12.6,450,7,11,0.6
7,Option3,Administration,150.0,1.0,12.6,450,7,12,0.55
7,Option3,Material,1700.0,1.0,12.6,450,7,12,0.55
7,Option3,Equipment,2509.1,1.0,12.6,450,7,12,0.55
8,Option1,Administration,90.0,0.7,3.2,800,5,8,1.0
8,Option1,Material,11200.0,0.7,3.2,800,5,8,1.0
8,Option1,Equipment,1024.0,0.8,3.2,800,5,8,1.0
8,Option1,Administration,90.0,0.7,3.2,800,5,9,0.9
8,Option1,Material,11200.0,0.7,3.2,800,5,9,0.9
8,Option1,Equipment,1024.0,0.8,3.2,800,5,9,0.9
8,Option1,Administration,90.0,0.7,3.2,800,5,10,0.85
8,Option1,Material,11200.0,0.7,3.2,800,5,10,0.85
8,Option1,Equipment,1024.0,0.8,3.2,800,5,10,0.85
8,Option1,Administration,90.0,0.7,3.2,800,5,11,0.65
8,Option1,Material,11200.0,0.7,3.2,800,5,11,0.65
8,Option1,Equipment,1024.0,0.8,3.2,800,5,11,0.65
8,Option1,Administration,90.0,0.7,3.2,800,5,12,0.6
8,Option1,Material,11200.0,0.7,3.2,800,5,12,0.6
8,Option1,Equipment,1024.0,0.8,3.2,800,5,12,0.6
8,Option1,Administration,90.0,0.7,3.2,800,6,8,0.9
8,Option1,Material,11200.0,0.7,3.2,800,6,8,0.9
8,Option1,Equipment,1024.0,0.8,3.2,800,6,8,0.9
8,Option1,Administration,90.0,0.7,3.2,800,6,9,0.85
8,Option1,Material,11200.0,0.7,3.2,800,6,9,0.85
8,Option1,Equipment,1024.0,0.8,3.2,800,6,9,0.85
8,Option1,Administration,90.0,0.7,3.2,800,6,10,0.8
8,Option1,Material,11200.0,0.7,3.2,800,6,10,0.8
8,Option1,Equipment,1024.0,0.8,3.2,800,6,10,0.8
8,Option1,Administration,90.0,0.7,3.2,800,6,11,0.65
8,Option1,Material,11200.0,0.7,3.2,800,6,11,0.65
8,Option1,Equipment,1024.0,0.8,3.2,800,6,11,0.65
8,Option1,Administration,90.0,0.7,3.2,800,6,12,0.6
8,Option1,Material,11200.0,0.7,3.2,800,6,12,0.6
8,Option1,Equipment,1024.0,0.8,3.2,800,6,12,0.6
8,Option1,Administration,90.0,0.7,3.2,800,7,8,0.75
8,Option1,Material,11200.0,0.7,3.2,800,7,8,0.75
8,Option1,Equipment,1024.0,0.8,3.2,800,7,8,0.75
8,Option1,Administration,90.0,0.7,3.2,800,7,9,0.7
8,Option1,Material,11200.0,0.7,3.2,800,7,9,0.7
8,Option1,Equipment,1024.0,0.8,3.2,800,7,9,0.7
8,Option1,Administration,90.0,0.7,3.2,800,7,10,0.65
8,Option1,Material,11200.0,0.7,3.2,800,7,10,0.65
8,Option1,Equipment,1024.0,0.8,3.2,800,7,10,0.65
8,Option1,Administration,90.0,0.7,3.2,800,7,11,0.6
8,Option1,Material,11200.0,0.7,3.2,800,7,11,0.6
8,Option1,Equipment,1024.0,0.8,3.2,800,7,11,0.6
8,Option1,Administration,90.0,0.7,3.2,800,7,12,0.55
8,Option1,Material,11200.0,0.7,3.2,800,7,12,0.55
8,Option1,Equipment,1024.0,0.8,3.2,800,7,12,0.55
8,Option2,Administration,120.0,0.85,3.2,800,5,8,1.0
8,Option2,Material,12800.0,0.85,3.2,800,5,8,1.0
8,Option2,Equipment,870.4,0.9,3.2,800,5,8,1.0
8,Option2,Administration,120.0,0.85,3.2,800,5,9,0.9
8,Option2,Material,12800.0,0.85,3.2,800,5,9,0.9
8,Option2,Equipment,870.4,0.9,3.2,800,5,9,0.9
8,Option2,Administration,120.0,0.85,3.2,800,5,10,0.85
8,Option2,Material,12800.0,0.85,3.2,800,5,10,0.85
8,Option2,Equipment,870.4,0.9,3.2,800,5,10,0.85
8,Option2,Administration,120.0,0.85,3.2,800,5,11,0.65
8,Option2,Material,12800.0,0.85,3.2,800,5,11,0.65
8,Option2,Equipment,870.4,0.9,3.2,800,5,11,0.65
8,Option2,Administration,120.0,0.85,3.2,800,5,12,0.6
8,Option2,Material,12800.0,0.85,3.2,800,5,12,0.6
8,Option2,Equipment,870.4,0.9,3.2,800,5,12,0.6
8,Option2,Administration,120.0,0.85,3.2,800,6,8,0.9
8,Option2,Material,12800.0,0.85,3.2,800,6,8,0.9
8,Option2,Equipment,870.4,0.9,3.2,800,6,8,0.9
8,Option2,Administration,120.0,0.85,3.2,800,6,9,0.85
8,Option2,Material,12800.0,0.85,3.2,800,6,9,0.85
8,Option2,Equipment,870.4,0.9,3.2,800,6,9,0.85
8,Option2,Administration,120.0,0.85,3.2,800,6,10,0.8
8,Option2,Material,12800.0,0.85,3.2,800,6,10,0.8
8,Option2,Equipment,870.4,0.9,3.2,800,6,10,0.8
8,Option2,Administration,120.0,0.85,3.2,800,6,11,0.65
8,Option2,Material,12800.0,0.85,3.2,800,6,11,0.65
8,Option2,Equipment,870.4,0.9,3.2,800,6,11,0.65
8,Option2,Administration,120.0,0.85,3.2,800,6,12,0.6
8,Option2,Material,12800.0,0.85,3.2,800,6,12,0.6
8,Option2,Equipment,870.4,0.9,3.2,800,6,12,0.6
8,Option2,Administration,120.0,0.85,3.2,800,7,8,0.75
8,Option2,Material,12800.0,0.85,3.2,800,7,8,0.75
8,Option2,Equipment,870.4,0.9,3.2,800,7,8,0.75
8,Option2,Administration,120.0,0.85,3.2,800,7,9,0.7
8,Option2,Material,12800.0,0.85,3.2,800,7,9,0.7
8,Option2,Equipment,870.4,0.9,3.2,800,7,9,0.7
8,Option2,Administration,120.0,0.85,3.2,800,7,10,0.65
8,Option2,Material,12800.0,0.85,3.2,800,7,10,0.65
8,Option2,Equipment,870.4,0.9,3.2,800,7,10,0.65
8,Option2,Administration,120.0,0.85,3.2,800,7,11,0.6
8,Option2,Material,12800.0,0.85,3.2,800,7,11,0.6
8,Option2,Equipment,870.4,0.9,3.2,800,7,11,0.6
8,Option2,Administration,120.0,0.85,3.2,800,7,12,0.55
8,Option2,Material,12800.0,0.85,3.2,800,7,12,0.55
8,Option2,Equipment,870.4,0.9,3.2,800,7,12,0.55
8,Option3,Administration,150.0,1.0,3.2,800,5,8,1.0
8,Option3,Material,14400.0,1.0,3.2,800,5,8,1.0
8,Option3,Equipment,768.0,1.0,3.2,800,5,8,1.0
8,Option3,Administration,150.0,1.0,3.2,800,5,9,0.9
8,Option3,Material,14400.0,1.0,3.2,800,5,9,0.9
8,Option3,Equipment,768.0,1.0,3.2,800,5,9,0.9
8,Option3,Administration,150.0,1.0,3.2,800,5,10,0.85
8,Option3,Material,14400.0,1.0,3.2,800,5,10,0.85
8,Option3,Equipment,768.0,1.0,3.2,800,5,10,0.85
8,Option3,Administration,150.0,1.0,3.2,800,5,11,0.65
8,Option3,Material,14400.0,1.0,3.2,800,5,11,0.65
8,Option3,Equipment,768.0,1.0,3.2,800,5,11,0.65
8,Option3,Administration,150.0,1.0,3.2,800,5,12,0.6
8,Option3,Material,14400.0,1.0,3.2,800,5,12,0.6
8,Option3,Equipment,768.0,1.0,3.2,800,5,12,0.6
8,Option3,Administration,150.0,1.0,3.2,800,6,8,0.9
8,Option3,Material,14400.0,1.0,3.2,800,6,8,0.9
8,Option3,Equipment,768.0,1.0,3.2,800,6,8,0.9
8,Option3,Administration,150.0,1.0,3.2,800,6,9,0.85
8,Option3,Material,14400.0,1.0,3.2,800,6,9,0.85
8,Option3,Equipment,768.0,1.0,3.2,800,6,9,0.85
8,Option3,Administration,150.0,1.0,3.2,800,6,10,0.8
8,Option3,Material,14400.0,1.0,3.2,800,6,10,0.8
8,Option3,Equipment,768.0,1.0,3.2,800,6,10,0.8
8,Option3,Administration,150.0,1.0,3.2,800,6,11,0.65
8,Option3,Material,14400.0,1.0,3.2,800,6,11,0.65
8,Option3,Equipment,768.0,1.0,3.2,800,6,11,0.65
8,Option3,Administration,150.0,1.0,3.2,800,6,12,0.6
8,Option3,Material,14400.0,1.0,3.2,800,6,12,0.6
8,Option3,Equipment,768.0,1.0,3.2,800,6,12,0.6
8,Option3,Administration,150.0,1.0,3.2,800,7,8,0.75
8,Option3,Material,14400.0,1.0,3.2,800,7,8,0.75
8,Option3,Equipment,768.0,1.0,3.2,800,7,8,0.75
8,Option3,Administration,150.0,1.0,3.2,800,7,9,0.7
8,Option3,Material,14400.0,1.0,3.2,800,7,9,0.7
8,Option3,Equipment,768.0,1.0,3.2,800,7,9,0.7
8,Option3,Administration,150.0,1.0,3.2,800,7,10,0.65
8,Option3,Material,14400.0,1.0,3.2,800,7,10,0.65
8,Option3,Equipment,768.0,1.0,3.2,800,7,10,0.65
8,Option3,Administration,150.0,1.0,3.2,800,7,11,0.6
8,Option3,Material,14400.0,1.0,3.2,800,7,11,0.6
8,Option3,Equipment,768.0,1.0,3.2,800,7,11,0.6
8,Option3,Administration,150.0,1.0,3.2,800,7,12,0.55
8,Option3,Material,14400.0,1.0,3.2,800,7,12,0.55
8,Option3,Equipment,768.0,1.0,3.2,800,7,12,0.55
9,Option1,Administration,90.0,0.7,5.6,1000,5,8,1.0
9,Option1,Material,16800.0,0.7,5.6,1000,5,8,1.0
9,Option1,Equipment,1371.4,0.9,5.6,1000,5,8,1.0
9,Option1,Administration,90.0,0.7,5.6,1000,5,9,0.9
9,Option1,Material,16800.0,0.7,5.6,1000,5,9,0.9
9,Option1,Equipment,1371.4,0.9,5.6,1000,5,9,0.9
9,Option1,Administration,90.0,0.7,5.6,1000,5,10,0.85
9,Option1,Material,16800.0,0.7,5.6,1000,5,10,0.85
9,Option1,Equipment,1371.4,0.9,5.6,1000,5,10,0.85
9,Option1,Administration,90.0,0.7,5.6,1000,5,11,0.65
9,Option1,Material,16800.0,0.7,5.6,1000,5,11,0.65
9,Option1,Equipment,1371.4,0.9,5.6,1000,5,11,0.65
9,Option1,Administration,90.0,0.7,5.6,1000,5,12,0.6
9,Option1,Material,16800.0,0.7,5.6,1000,5,12,0.6
9,Option1,Equipment,1371.4,0.9,5.6,1000,5,12,0.6
9,Option1,Administration,90.0,0.7,5.6,1000,6,8,0.9
9,Option1,Material,16800.0,0.7,5.6,1000,6,8,0.9
9,Option1,Equipment,1371.4,0.9,5.6,1000,6,8,0.9
9,Option1,Administration,90.0,0.7,5.6,1000,6,9,0.85
9,Option1,Material,16800.0,0.7,5.6,1000,6,9,0.85
9,Option1,Equipment,1371.4,0.9,5.6,1000,6,9,0.85
9,Option1,Administration,90.0,0.7,5.6,1000,6,10,0.8
9,Option1,Material,16800.0,0.7,5.6,1000,6,10,0.8
9,Option1,Equipment,1371.4,0.9,5.6,1000,6,10,0.8
9,Option1,Administration,90.0,0.7,5.6,1000,6,11,0.65
9,Option1,Material,16800.0,0.7,5.6,1000,6,11,0.65
9,Option1,Equipment,1371.4,0.9,5.6,1000,6,11,0.65
9,Option1,Administration,90.0,0.7,5.6,1000,6,12,0.6
9,Option1,Material,16800.0,0.7,5.6,1000,6,12,0.6
9,Option1,Equipment,1371.4,0.9,5.6,1000,6,12,0.6
9,Option1,Administration,90.0,0.7,5.6,1000,7,8,0.75
9,Option1,Material,16800.0,0.7,5.6,1000,7,8,0.75
9,Option1,Equipment,1371.4,0.9,5.6,1000,7,8,0.75
9,Option1,Administration,90.0,0.7,5.6,1000,7,9,0.7
9,Option1,Material,16800.0,0.7,5.6,1000,7,9,0.7
9,Option1,Equipment,1371.4,0.9,5.6,1000,7,9,0.7
9,Option1,Administration,90.0,0.7,5.6,1000,7,10,0.65
9,Option1,Material,16800.0,0.7,5.6,1000,7,10,0.65
9,Option1,Equipment,1371.4,0.9,5.6,1000,7,10,0.65
9,Option1,Administration,90.0,0.7,5.6,1000,7,11,0.6
9,Option1,Material,16800.0,0.7,5.6,1000,7,11,0.6
9,Option1,Equipment,1371.4,0.9,5.6,1000,7,11,0.6
9,Option1,Administration,90.0,0.7,5.6,1000,7,12,0.55
9,Option1,Material,16800.0,0.7,5.6,1000,7,12,0.55
9,Option1,Equipment,1371.4,0.9,5.6,1000,7,12,0.55
9,Option2,Administration,120.0,0.85,5.6,1000,5,8,1.0
9,Option2,Material,19200.0,0.85,5.6,1000,5,8,1.0
9,Option2,Equipment,1242.4,0.95,5.6,1000,5,8,1.0
9,Option2,Administration,120.0,0.85,5.6,1000,5,9,0.9
9,Option2,Material,19200.0,0.85,5.6,1000,5,9,0.9
9,Option2,Equipment,1242.4,0.95,5.6,1000,5,9,0.9
9,Option2,Administration,120.0,0.85,5.6,1000,5,10,0.85
9,Option2,Material,19200.0,0.85,5.6,1000,5,10,0.85
9,Option2,Equipment,1242.4,0.95,5.6,1000,5,10,0.85
9,Option2,Administration,120.0,0.85,5.6,1000,5,11,0.65
9,Option2,Material,19200.0,0.85,5.6,1000,5,11,0.65
9,Option2,Equipment,1242.4,0.95,5.6,1000,5,11,0.65
9,Option2,Administration,120.0,0.85,5.6,1000,5,12,0.6
9,Option2,Material,19200.0,0.85,5.6,1000,5,12,0.6
9,Option2,Equipment,1242.4,0.95,5.6,1000,5,12,0.6
9,Option2,Administration,120.0,0.85,5.6,1000,6,8,0.9
9,Option2,Material,19200.0,0.85,5.6,1000,6,8,0.9
9,Option2,Equipment,1242.4,0.95,5.6,1000,6,8,0.9
9,Option2,Administration,120.0,0.85,5.6,1000,6,9,0.85
9,Option2,Material,19200.0,0.85,5.6,1000,6,9,0.85
9,Option2,Equipment,1242.4,0.95,5.6,1000,6,9,0.85
9,Option2,Administration,120.0,0.85,5.6,1000,6,10,0.8
9,Option2,Material,19200.0,0.85,5.6,1000,6,10,0.8
9,Option2,Equipment,1242.4,0.95,5.6,1000,6,10,0.8
9,Option2,Administration,120.0,0.85,5.6,1000,6,11,0.65
9,Option2,Material,19200.0,0.85,5.6,1000,6,11,0.65
9,Option2,Equipment,1242.4,0.95,5.6,1000,6,11,0.65
9,Option2,Administration,120.0,0.85,5.6,1000,6,12,0.6
9,Option2,Material,19200.0,0.85,5.6,1000,6,12,0.6
9,Option2,Equipment,1242.4,0.95,5.6,1000,6,12,0.6
9,Option2,Administration,120.0,0.85,5.6,1000,7,8,0.75
9,Option2,Material,19200.0,0.85,5.6,1000,7,8,0.75
9,Option2,Equipment,1242.4,0.95,5.6,1000,7,8,0.75
9,Option2,Administration,120.0,0.85,5.6,1000,7,9,0.7
9,Option2,Material,19200.0,0.85,5.6,1000,7,9,0.7
9,Option2,Equipment,1242.4,0.95,5.6,1000,7,9,0.7
9,Option2,Administration,120.0,0.85,5.6,1000,7,10,0.65
9,Option2,Material,19200.0,0.85,5.6,1000,7,10,0.65
9,Option2,Equipment,1242.4,0.95,5.6,1000,7,10,0.65
9,Option2,Administration,120.0,0.85,5.6,1000,7,11,0.6
9,Option2,Material,19200.0,0.85,5.6,1000,7,11,0.6
9,Option2,Equipment,1242.4,0.95,5.6,1000,7,11,0.6
9,Option2,Administration,120.0,0.85,5.6,1000,7,12,0.55
9,Option2,Material,19200.0,0.85,5.6,1000,7,12,0.55
9,Option2,Equipment,1242.4,0.95,5.6,1000,7,12,0.55
9,Option3,Administration,150.0,1.0,5.6,1000,5,8,1.0
9,Option3,Material,21600.0,1.0,5.6,1000,5,8,1.0
9,Option3,Equipment,1152.0,1.0,5.6,1000,5,8,1.0
9,Option3,Administration,150.0,1.0,5.6,1000,5,9,0.9
9,Option3,Material,21600.0,1.0,5.6,1000,5,9,0.9
9,Option3,Equipment,1152.0,1.0,5.6,1000,5,9,0.9
9,Option3,Administration,150.0,1.0,5.6,1000,5,10,0.85
9,Option3,Material,21600.0,1.0,5.6,1000,5,10,0.85
9,Option3,Equipment,1152.0,1.0,5.6,1000,5,10,0.85
9,Option3,Administration,150.0,1.0,5.6,1000,5,11,0.65
9,Option3,Material,21600.0,1.0,5.6,1000,5,11,0.65
9,Option3,Equipment,1152.0,1.0,5.6,1000,5,11,0.65
9,Option3,Administration,150.0,1.0,5.6,1000,5,12,0.6
9,Option3,Material,21600.0,1.0,5.6,1000,5,12,0.6
9,Option3,Equipment,1152.0,1.0,5.6,1000,5,12,0.6
9,Option3,Administration,150.0,1.0,5.6,1000,6,8,0.9
9,Option3,Material,21600.0,1.0,5.6,1000,6,8,0.9
9,Option3,Equipment,1152.0,1.0,5.6,1000,6,8,0.9
9,Option3,Administration,150.0,1.0,5.6,1000,6,9,0.85
9,Option3,Material,21600.0,1.0,5.6,1000,6,9,0.85
9,Option3,Equipment,1152.0,1.0,5.6,1000,6,9,0.85
9,Option3,Administration,150.0,1.0,5.6,1000,6,10,0.8
9,Option3,Material,21600.0,1.0,5.6,1000,6,10,0.8
9,Option3,Equipment,1152.0,1.0,5.6,1000,6,10,0.8
9,Option3,Administration,150.0,1.0,5.6,1000,6,11,0.65
9,Option3,Material,21600.0,1.0,5.6,1000,6,11,0.65
9,Option3,Equipment,1152.0,1.0,5.6,1000,6,11,0.65
9,Option3,Administration,150.0,1.0,5.6,1000,6,12,0.6
9,Option3,Material,21600.0,1.0,5.6,1000,6,12,0.6
9,Option3,Equipment,1152.0,1.0,5.6,1000,6,12,0.6
9,Option3,Administration,150.0,1.0,5.6,1000,7,8,0.75
9,Option3,Material,21600.0,1.0,5.6,1000,7,8,0.75
9,Option3,Equipment,1152.0,1.0,5.6,1000,7,8,0.75
9,Option3,Administration,150.0,1.0,5.6,1000,7,9,0.7
9,Option3,Material,21600.0,1.0,5.6,1000,7,9,0.7
9,Option3,Equipment,1152.0,1.0,5.6,1000,7,9,0.7
9,Option3,Administration,150.0,1.0,5.6,1000,7,10,0.65
9,Option3,Material,21600.0,1.0,5.6,1000,7,10,0.65
9,Option3,Equipment,1152.0,1.0,5.6,1000,7,10,0.65
9,Option3,Administration,150.0,1.0,5.6,1000,7,11,0.6
9,Option3,Material,21600.0,1.0,5.6,1000,7,11,0.6
9,Option3,Equipment,1152.0,1.0,5.6,1000,7,11,0.6
9,Option3,Administration,150.0,1.0,5.6,1000,7,12,0.55
9,Option3,Material,21600.0,1.0,5.6,1000,7,12,0.55
9,Option3,Equipment,1152.0,1.0,5.6,1000,7,12,0.55
10,Option1,Administration,90.0,0.7,12.4,750,5,8,1.0
10,Option1,Material,13200.0,0.7,12.4,750,5,8,1.0
10,Option1,Equipment,19220.0,0.8,12.4,750,5,8,1.0
10,Option1,Administration,90.0,0.7,12.4,750,5,9,0.9
10,Option1,Material,13200.0,0.7,12.4,750,5,9,0.9
10,Option1,Equipment,19220.0,0.8,12.4,750,5,9,0.9
10,Option1,Administration,90.0,0.7,12.4,750,5,10,0.85
10,Option1,Material,13200.0,0.7,12.4,750,5,10,0.85
10,Option1,Equipment,19220.0,0.8,12.4,750,5,10,0.85
10,Option1,Administration,90.0,0.7,12.4,750,5,11,0.65
10,Option1,Material,13200.0,0.7,12.4,750,5,11,0.65
10,Option1,Equipment,19220.0,0.8,12.4,750,5,11,0.65
10,Option1,Administration,90.0,0.7,12.4,750,5,12,0.6
10,Option1,Material,13200.0,0.7,12.4,750,5,12,0.6
10,Option1,Equipment,19220.0,0.8,12.4,750,5,12,0.6
10,Option1,Administration,90.0,0.7,12.4,750,6,8,0.9
10,Option1,Material,13200.0,0.7,12.4,750,6,8,0.9
10,Option1,Equipment,19220.0,0.8,12.4,750,6,8,0.9
10,Option1,Administration,90.0,0.7,12.4,750,6,9,0.85
10,Option1,Material,13200.0,0.7,12.4,750,6,9,0.85
10,Option1,Equipment,19220.0,0.8,12.4,750,6,9,0.85
10,Option1,Administration,90.0,0.7,12.4,750,6,10,0.8
10,Option1,Material,13200.0,0.7,12.4,750,6,10,0.8
10,Option1,Equipment,19220.0,0.8,12.4,750,6,10,0.8
10,Option1,Administration,90.0,0.7,12.4,750,6,11,0.65
10,Option1,Material,13200.0,0.7,12.4,750,6,11,0.65
10,Option1,Equipment,19220.0,0.8,12.4,750,6,11,0.65
10,Option1,Administration,90.0,0.7,12.4,750,6,12,0.6
10,Option1,Material,13200.0,0.7,12.4,750,6,12,0.6
10,Option1,Equipment,19220.0,0.8,12.4,750,6,12,0.6
10,Option1,Administration,90.0,0.7,12.4,750,7,8,0.75
10,Option1,Material,13200.0,0.7,12.4,750,7,8,0.75
10,Option1,Equipment,19220.0,0.8,12.4,750,7,8,0.75
10,Option1,Administration,90.0,0.7,12.4,750,7,9,0.7
10,Option1,Material,13200.0,0.7,12.4,750,7,9,0.7
10,Option1,Equipment,19220.0,0.8,12.4,750,7,9,0.7
10,Option1,Administration,90.0,0.7,12.4,750,7,10,0.65
10,Option1,Material,13200.0,0.7,12.4,750,7,10,0.65
10,Option1,Equipment,19220.0,0.8,12.4,750,7,10,0.65
10,Option1,Administration,90.0,0.7,12.4,750,7,11,0.6
10,Option1,Material,13200.0,0.7,12.4,750,7,11,0.6
10,Option1,Equipment,19220.0,0.8,12.4,750,7,11,0.6
10,Option1,Administration,90.0,0.7,12.4,750,7,12,0.55
10,Option1,Material,13200.0,0.7,12.4,750,7,12,0.55
10,Option1,Equipment,19220.0,0.8,12.4,750,7,12,0.55
10,Option2,Administration,120.0,0.85,12.4,750,5,8,1.0
10,Option2,Material,14900.0,0.85,12.4,750,5,8,1.0
10,Option2,Equipment,16913.6,0.9,12.4,750,5,8,1.0
10,Option2,Administration,120.0,0.85,12.4,750,5,9,0.9
10,Option2,Material,14900.0,0.85,12.4,750,5,9,0.9
10,Option2,Equipment,16913.6,0.9,12.4,750,5,9,0.9
10,Option2,Administration,120.0,0.85,12.4,750,5,10,0.85
10,Option2,Material,14900.0,0.85,12.4,750,5,10,0.85
10,Option2,Equipment,16913.6,0.9,12.4,750,5,10,0.85
10,Option2,Administration,120.0,0.85,12.4,750,5,11,0.65
10,Option2,Material,14900.0,0.85,12.4,750,5,11,0.65
10,Option2,Equipment,16913.6,0.9,12.4,750,5,11,0.65
10,Option2,Administration,120.0,0.85,12.4,750,5,12,0.6
10,Option2,Material,14900.0,0.85,12.4,750,5,12,0.6
10,Option2,Equipment,16913.6,0.9,12.4,750,5,12,0.6
10,Option2,Administration,120.0,0.85,12.4,750,6,8,0.9
10,Option2,Material,14900.0,0.85,12.4,750,6,8,0.9
